sample_id	sequence_length	dataset	k	n_top_k	n_trees
12	47	EA_negative	1	26.0	13
12	47	EA_negative	5	39.5	13
12	47	EA_negative	10	44.0	13
12	47	EA_negative	20	45.0	13
12	47	EA_negative	1	25.0	14
12	47	EA_negative	5	39.5	14
12	47	EA_negative	10	44.0	14
12	47	EA_negative	20	45.0	14
12	47	EA_negative	1	25.0	15
12	47	EA_negative	5	40.5	15
12	47	EA_negative	10	44.0	15
12	47	EA_negative	20	45.0	15
12	47	EA_negative	1	24.0	16
12	47	EA_negative	5	40.5	16
12	47	EA_negative	10	44.0	16
12	47	EA_negative	20	45.0	16
12	47	EA_negative	1	25.0	17
12	47	EA_negative	5	40.5	17
12	47	EA_negative	10	44.0	17
12	47	EA_negative	20	45.0	17
12	47	EA_negative	1	25.0	18
12	47	EA_negative	5	40.5	18
12	47	EA_negative	10	44.0	18
12	47	EA_negative	20	45.0	18
12	47	EA_negative	1	26.0	19
12	47	EA_negative	5	39.5	19
12	47	EA_negative	10	44.0	19
12	47	EA_negative	20	45.0	19
12	47	EA_negative	1	25.0	20
12	47	EA_negative	5	40.5	20
12	47	EA_negative	10	44.0	20
12	47	EA_negative	20	45.0	20
12	47	EA_negative	1	25.0	21
12	47	EA_negative	5	40.5	21
12	47	EA_negative	10	44.0	21
12	47	EA_negative	20	45.0	21
12	47	EA_negative	1	25.0	22
12	47	EA_negative	5	40.5	22
12	47	EA_negative	10	44.0	22
12	47	EA_negative	20	45.0	22
12	47	EA_negative	1	25.0	23
12	47	EA_negative	5	40.5	23
12	47	EA_negative	10	44.0	23
12	47	EA_negative	20	45.0	23
12	47	EA_negative	1	26.0	24
12	47	EA_negative	5	40.5	24
12	47	EA_negative	10	44.0	24
12	47	EA_negative	20	45.0	24
12	47	EA_negative	1	26.0	25
12	47	EA_negative	5	40.5	25
12	47	EA_negative	10	44.0	25
12	47	EA_negative	20	45.0	25
12	47	EA_negative	1	26.0	26
12	47	EA_negative	5	40.5	26
12	47	EA_negative	10	44.0	26
12	47	EA_negative	20	45.0	26
12	47	EA_negative	1	26.0	27
12	47	EA_negative	5	40.5	27
12	47	EA_negative	10	44.0	27
12	47	EA_negative	20	45.0	27
12	47	EA_negative	1	26.0	28
12	47	EA_negative	5	40.5	28
12	47	EA_negative	10	44.0	28
12	47	EA_negative	20	45.0	28
12	47	EA_negative	1	27.0	29
12	47	EA_negative	5	40.5	29
12	47	EA_negative	10	44.0	29
12	47	EA_negative	20	45.0	29
12	47	EA_negative	1	26.0	30
12	47	EA_negative	5	40.5	30
12	47	EA_negative	10	44.0	30
12	47	EA_negative	20	45.0	30
12	47	EA_negative	1	27.0	31
12	47	EA_negative	5	40.5	31
12	47	EA_negative	10	44.0	31
12	47	EA_negative	20	45.0	31
12	47	EA_negative	1	27.0	32
12	47	EA_negative	5	40.5	32
12	47	EA_negative	10	44.0	32
12	47	EA_negative	20	45.0	32
13	53	EA_positive	1	17.0	1
13	53	EA_positive	5	41.5	1
13	53	EA_positive	10	46.0	1
13	53	EA_positive	20	50.0	1
13	53	EA_positive	1	18.0	2
13	53	EA_positive	5	41.5	2
13	53	EA_positive	10	45.0	2
13	53	EA_positive	20	50.0	2
13	53	EA_positive	1	19.0	3
13	53	EA_positive	5	38.0	3
13	53	EA_positive	10	45.0	3
13	53	EA_positive	20	50.0	3
13	53	EA_positive	1	19.0	4
13	53	EA_positive	5	41.5	4
13	53	EA_positive	10	46.0	4
13	53	EA_positive	20	51.0	4
13	53	EA_positive	1	19.0	5
13	53	EA_positive	5	41.5	5
13	53	EA_positive	10	45.0	5
13	53	EA_positive	20	51.0	5
13	53	EA_positive	1	19.0	6
13	53	EA_positive	5	41.5	6
13	53	EA_positive	10	45.0	6
13	53	EA_positive	20	52.0	6
13	53	EA_positive	1	19.0	7
13	53	EA_positive	5	41.5	7
13	53	EA_positive	10	45.0	7
13	53	EA_positive	20	52.0	7
13	53	EA_positive	1	19.0	8
13	53	EA_positive	5	40.5	8
13	53	EA_positive	10	45.0	8
13	53	EA_positive	20	52.0	8
13	53	EA_positive	1	20.0	9
13	53	EA_positive	5	40.5	9
13	53	EA_positive	10	45.0	9
13	53	EA_positive	20	52.0	9
13	53	EA_positive	1	21.0	10
13	53	EA_positive	5	40.5	10
13	53	EA_positive	10	45.0	10
13	53	EA_positive	20	52.0	10
13	53	EA_positive	1	21.0	11
13	53	EA_positive	5	40.5	11
13	53	EA_positive	10	45.0	11
13	53	EA_positive	20	52.0	11
13	53	EA_positive	1	21.0	12
13	53	EA_positive	5	40.5	12
13	53	EA_positive	10	46.0	12
13	53	EA_positive	20	52.0	12
13	53	EA_positive	1	21.0	13
13	53	EA_positive	5	40.5	13
13	53	EA_positive	10	46.0	13
13	53	EA_positive	20	52.0	13
13	53	EA_positive	1	22.0	14
13	53	EA_positive	5	41.5	14
13	53	EA_positive	10	46.0	14
13	53	EA_positive	20	52.0	14
13	53	EA_positive	1	21.0	15
13	53	EA_positive	5	40.5	15
13	53	EA_positive	10	46.0	15
13	53	EA_positive	20	52.0	15
13	53	EA_positive	1	21.0	16
13	53	EA_positive	5	41.5	16
13	53	EA_positive	10	46.0	16
13	53	EA_positive	20	52.0	16
13	53	EA_positive	1	21.0	17
13	53	EA_positive	5	41.5	17
13	53	EA_positive	10	46.0	17
13	53	EA_positive	20	51.0	17
13	53	EA_positive	1	22.0	18
13	53	EA_positive	5	41.5	18
13	53	EA_positive	10	46.0	18
13	53	EA_positive	20	51.0	18
13	53	EA_positive	1	22.0	19
13	53	EA_positive	5	40.5	19
13	53	EA_positive	10	46.0	19
13	53	EA_positive	20	51.0	19
13	53	EA_positive	1	22.0	20
13	53	EA_positive	5	41.5	20
13	53	EA_positive	10	46.0	20
13	53	EA_positive	20	51.0	20
13	53	EA_positive	1	22.0	21
13	53	EA_positive	5	41.5	21
13	53	EA_positive	10	46.0	21
13	53	EA_positive	20	51.0	21
13	53	EA_positive	1	22.0	22
13	53	EA_positive	5	41.5	22
13	53	EA_positive	10	46.0	22
13	53	EA_positive	20	51.0	22
13	53	EA_positive	1	21.0	23
13	53	EA_positive	5	41.5	23
13	53	EA_positive	10	46.0	23
13	53	EA_positive	20	51.0	23
13	53	EA_positive	1	22.0	24
13	53	EA_positive	5	41.5	24
13	53	EA_positive	10	47.0	24
13	53	EA_positive	20	51.0	24
13	53	EA_positive	1	22.0	25
13	53	EA_positive	5	41.5	25
13	53	EA_positive	10	47.0	25
13	53	EA_positive	20	50.0	25
13	53	EA_positive	1	22.0	26
13	53	EA_positive	5	41.5	26
13	53	EA_positive	10	47.0	26
13	53	EA_positive	20	50.0	26
13	53	EA_positive	1	22.0	27
13	53	EA_positive	5	41.5	27
13	53	EA_positive	10	47.0	27
13	53	EA_positive	20	51.0	27
13	53	EA_positive	1	22.0	28
13	53	EA_positive	5	41.5	28
13	53	EA_positive	10	46.0	28
13	53	EA_positive	20	50.0	28
13	53	EA_positive	1	22.0	29
13	53	EA_positive	5	41.5	29
13	53	EA_positive	10	46.0	29
13	53	EA_positive	20	51.0	29
13	53	EA_positive	1	22.0	30
13	53	EA_positive	5	41.5	30
13	53	EA_positive	10	47.0	30
13	53	EA_positive	20	51.0	30
13	53	EA_positive	1	22.0	31
13	53	EA_positive	5	41.5	31
13	53	EA_positive	10	47.0	31
13	53	EA_positive	20	51.0	31
13	53	EA_positive	1	22.0	32
13	53	EA_positive	5	41.5	32
13	53	EA_positive	10	47.0	32
13	53	EA_positive	20	51.0	32
14	74	EA_positive	1	26.75	1
14	74	EA_positive	5	57.25	1
14	74	EA_positive	10	66.0	1
14	74	EA_positive	20	71.0	1
14	74	EA_positive	1	28.75	2
14	74	EA_positive	5	58.5	2
14	74	EA_positive	10	65.0	2
14	74	EA_positive	20	71.0	2
14	74	EA_positive	1	28.75	3
14	74	EA_positive	5	57.5	3
14	74	EA_positive	10	65.0	3
14	74	EA_positive	20	70.0	3
14	74	EA_positive	1	29.75	4
14	74	EA_positive	5	56.5	4
14	74	EA_positive	10	64.0	4
14	74	EA_positive	20	70.0	4
14	74	EA_positive	1	29.75	5
14	74	EA_positive	5	56.5	5
14	74	EA_positive	10	66.0	5
14	74	EA_positive	20	70.0	5
14	74	EA_positive	1	28.75	6
14	74	EA_positive	5	56.5	6
14	74	EA_positive	10	66.0	6
14	74	EA_positive	20	72.0	6
14	74	EA_positive	1	29.75	7
14	74	EA_positive	5	56.5	7
14	74	EA_positive	10	65.0	7
14	74	EA_positive	20	72.0	7
14	74	EA_positive	1	30.75	8
14	74	EA_positive	5	55.5	8
14	74	EA_positive	10	65.0	8
14	74	EA_positive	20	73.0	8
14	74	EA_positive	1	31.75	9
14	74	EA_positive	5	55.5	9
14	74	EA_positive	10	63.0	9
14	74	EA_positive	20	72.0	9
14	74	EA_positive	1	31.75	10
14	74	EA_positive	5	56.5	10
14	74	EA_positive	10	64.0	10
14	74	EA_positive	20	72.0	10
14	74	EA_positive	1	31.75	11
14	74	EA_positive	5	55.5	11
14	74	EA_positive	10	65.0	11
14	74	EA_positive	20	73.0	11
14	74	EA_positive	1	31.75	12
14	74	EA_positive	5	55.5	12
14	74	EA_positive	10	65.0	12
14	74	EA_positive	20	73.0	12
14	74	EA_positive	1	32.75	13
14	74	EA_positive	5	55.5	13
14	74	EA_positive	10	65.0	13
14	74	EA_positive	20	72.0	13
14	74	EA_positive	1	31.75	14
14	74	EA_positive	5	56.5	14
14	74	EA_positive	10	65.0	14
14	74	EA_positive	20	72.0	14
14	74	EA_positive	1	31.75	15
14	74	EA_positive	5	56.5	15
14	74	EA_positive	10	65.0	15
14	74	EA_positive	20	72.0	15
14	74	EA_positive	1	32.75	16
14	74	EA_positive	5	56.5	16
14	74	EA_positive	10	65.0	16
14	74	EA_positive	20	72.0	16
14	74	EA_positive	1	31.75	17
14	74	EA_positive	5	55.5	17
14	74	EA_positive	10	66.0	17
14	74	EA_positive	20	73.0	17
14	74	EA_positive	1	30.75	18
14	74	EA_positive	5	55.5	18
14	74	EA_positive	10	65.0	18
14	74	EA_positive	20	73.0	18
14	74	EA_positive	1	30.75	19
14	74	EA_positive	5	56.5	19
14	74	EA_positive	10	65.0	19
14	74	EA_positive	20	73.0	19
14	74	EA_positive	1	32.75	20
14	74	EA_positive	5	55.5	20
14	74	EA_positive	10	66.0	20
14	74	EA_positive	20	73.0	20
14	74	EA_positive	1	31.75	21
14	74	EA_positive	5	55.5	21
14	74	EA_positive	10	66.0	21
14	74	EA_positive	20	73.0	21
14	74	EA_positive	1	31.75	22
14	74	EA_positive	5	55.5	22
14	74	EA_positive	10	66.0	22
14	74	EA_positive	20	73.0	22
14	74	EA_positive	1	31.75	23
14	74	EA_positive	5	55.5	23
14	74	EA_positive	10	66.0	23
14	74	EA_positive	20	74.0	23
14	74	EA_positive	1	31.75	24
14	74	EA_positive	5	55.5	24
14	74	EA_positive	10	66.0	24
14	74	EA_positive	20	74.0	24
14	74	EA_positive	1	31.75	25
14	74	EA_positive	5	55.5	25
14	74	EA_positive	10	66.0	25
14	74	EA_positive	20	74.0	25
14	74	EA_positive	1	31.75	26
14	74	EA_positive	5	55.5	26
14	74	EA_positive	10	66.0	26
14	74	EA_positive	20	74.0	26
14	74	EA_positive	1	30.75	27
14	74	EA_positive	5	55.5	27
14	74	EA_positive	10	66.0	27
14	74	EA_positive	20	73.0	27
14	74	EA_positive	1	31.75	28
14	74	EA_positive	5	55.5	28
14	74	EA_positive	10	66.0	28
14	74	EA_positive	20	73.0	28
14	74	EA_positive	1	31.75	29
14	74	EA_positive	5	55.5	29
14	74	EA_positive	10	66.0	29
14	74	EA_positive	20	73.0	29
14	74	EA_positive	1	31.75	30
14	74	EA_positive	5	56.5	30
14	74	EA_positive	10	66.0	30
14	74	EA_positive	20	73.0	30
14	74	EA_positive	1	30.75	31
14	74	EA_positive	5	55.5	31
14	74	EA_positive	10	66.0	31
14	74	EA_positive	20	73.0	31
14	74	EA_positive	1	30.75	32
14	74	EA_positive	5	55.5	32
14	74	EA_positive	10	66.0	32
14	74	EA_positive	20	73.0	32
15	73	EA_positive	1	30.75	1
15	73	EA_positive	5	54.0	1
15	73	EA_positive	10	64.0	1
15	73	EA_positive	20	68.0	1
15	73	EA_positive	1	27.75	2
15	73	EA_positive	5	58.0	2
15	73	EA_positive	10	63.0	2
15	73	EA_positive	20	68.0	2
15	73	EA_positive	1	28.75	3
15	73	EA_positive	5	58.0	3
15	73	EA_positive	10	63.0	3
15	73	EA_positive	20	69.0	3
15	73	EA_positive	1	27.75	4
15	73	EA_positive	5	59.0	4
15	73	EA_positive	10	63.0	4
15	73	EA_positive	20	69.0	4
15	73	EA_positive	1	28.75	5
15	73	EA_positive	5	59.0	5
15	73	EA_positive	10	63.0	5
15	73	EA_positive	20	68.0	5
15	73	EA_positive	1	30.75	6
15	73	EA_positive	5	59.0	6
15	73	EA_positive	10	62.0	6
15	73	EA_positive	20	68.0	6
15	73	EA_positive	1	29.75	7
15	73	EA_positive	5	59.0	7
15	73	EA_positive	10	62.0	7
15	73	EA_positive	20	69.0	7
15	73	EA_positive	1	29.75	8
15	73	EA_positive	5	59.0	8
15	73	EA_positive	10	62.0	8
15	73	EA_positive	20	69.0	8
15	73	EA_positive	1	29.75	9
15	73	EA_positive	5	60.0	9
15	73	EA_positive	10	62.0	9
15	73	EA_positive	20	69.0	9
15	73	EA_positive	1	29.75	10
15	73	EA_positive	5	59.0	10
15	73	EA_positive	10	63.0	10
15	73	EA_positive	20	69.0	10
15	73	EA_positive	1	29.75	11
15	73	EA_positive	5	59.0	11
15	73	EA_positive	10	63.0	11
15	73	EA_positive	20	70.0	11
15	73	EA_positive	1	29.75	12
15	73	EA_positive	5	59.0	12
15	73	EA_positive	10	62.0	12
15	73	EA_positive	20	69.0	12
15	73	EA_positive	1	29.75	13
15	73	EA_positive	5	59.0	13
15	73	EA_positive	10	62.0	13
15	73	EA_positive	20	70.0	13
15	73	EA_positive	1	29.75	14
15	73	EA_positive	5	59.0	14
15	73	EA_positive	10	62.0	14
15	73	EA_positive	20	70.0	14
15	73	EA_positive	1	29.75	15
15	73	EA_positive	5	59.0	15
15	73	EA_positive	10	62.0	15
15	73	EA_positive	20	69.0	15
15	73	EA_positive	1	28.75	16
15	73	EA_positive	5	58.0	16
15	73	EA_positive	10	63.0	16
15	73	EA_positive	20	69.0	16
15	73	EA_positive	1	28.75	17
15	73	EA_positive	5	59.0	17
15	73	EA_positive	10	63.0	17
15	73	EA_positive	20	70.0	17
15	73	EA_positive	1	28.75	18
15	73	EA_positive	5	58.0	18
15	73	EA_positive	10	63.0	18
15	73	EA_positive	20	70.0	18
15	73	EA_positive	1	28.75	19
15	73	EA_positive	5	58.0	19
15	73	EA_positive	10	63.0	19
15	73	EA_positive	20	70.0	19
15	73	EA_positive	1	28.75	20
15	73	EA_positive	5	59.0	20
15	73	EA_positive	10	63.0	20
15	73	EA_positive	20	70.0	20
15	73	EA_positive	1	28.75	21
15	73	EA_positive	5	59.0	21
15	73	EA_positive	10	62.0	21
15	73	EA_positive	20	69.0	21
15	73	EA_positive	1	29.75	22
15	73	EA_positive	5	59.0	22
15	73	EA_positive	10	62.0	22
15	73	EA_positive	20	70.0	22
15	73	EA_positive	1	29.75	23
15	73	EA_positive	5	59.0	23
15	73	EA_positive	10	62.0	23
15	73	EA_positive	20	70.0	23
15	73	EA_positive	1	30.75	24
15	73	EA_positive	5	59.0	24
15	73	EA_positive	10	62.0	24
15	73	EA_positive	20	70.0	24
15	73	EA_positive	1	31.75	25
15	73	EA_positive	5	59.0	25
15	73	EA_positive	10	62.0	25
15	73	EA_positive	20	70.0	25
15	73	EA_positive	1	31.75	26
15	73	EA_positive	5	59.0	26
15	73	EA_positive	10	63.0	26
15	73	EA_positive	20	70.0	26
15	73	EA_positive	1	31.75	27
15	73	EA_positive	5	59.0	27
15	73	EA_positive	10	63.0	27
15	73	EA_positive	20	70.0	27
15	73	EA_positive	1	31.75	28
15	73	EA_positive	5	59.0	28
15	73	EA_positive	10	63.0	28
15	73	EA_positive	20	70.0	28
15	73	EA_positive	1	30.75	29
15	73	EA_positive	5	59.0	29
15	73	EA_positive	10	63.0	29
15	73	EA_positive	20	70.0	29
15	73	EA_positive	1	30.75	30
15	73	EA_positive	5	59.0	30
15	73	EA_positive	10	63.0	30
15	73	EA_positive	20	70.0	30
15	73	EA_positive	1	30.75	31
15	73	EA_positive	5	59.0	31
15	73	EA_positive	10	63.0	31
15	73	EA_positive	20	70.0	31
15	73	EA_positive	1	30.75	32
15	73	EA_positive	5	59.0	32
15	73	EA_positive	10	63.0	32
15	73	EA_positive	20	70.0	32
16	53	EA_positive	1	19.75	1
16	53	EA_positive	5	41.5	1
16	53	EA_positive	10	48.0	1
16	53	EA_positive	20	50.0	1
16	53	EA_positive	1	21.75	2
16	53	EA_positive	5	43.5	2
16	53	EA_positive	10	50.0	2
16	53	EA_positive	20	50.0	2
16	53	EA_positive	1	20.75	3
16	53	EA_positive	5	44.5	3
16	53	EA_positive	10	50.0	3
16	53	EA_positive	20	51.0	3
16	53	EA_positive	1	21.75	4
16	53	EA_positive	5	45.5	4
16	53	EA_positive	10	50.0	4
16	53	EA_positive	20	51.0	4
16	53	EA_positive	1	21.75	5
16	53	EA_positive	5	45.5	5
16	53	EA_positive	10	50.0	5
16	53	EA_positive	20	51.0	5
16	53	EA_positive	1	21.75	6
16	53	EA_positive	5	44.5	6
16	53	EA_positive	10	49.0	6
16	53	EA_positive	20	51.0	6
16	53	EA_positive	1	21.75	7
16	53	EA_positive	5	43.5	7
16	53	EA_positive	10	49.0	7
16	53	EA_positive	20	52.0	7
16	53	EA_positive	1	21.75	8
16	53	EA_positive	5	42.5	8
16	53	EA_positive	10	49.0	8
16	53	EA_positive	20	52.0	8
16	53	EA_positive	1	22.75	9
16	53	EA_positive	5	43.5	9
16	53	EA_positive	10	50.0	9
16	53	EA_positive	20	52.0	9
16	53	EA_positive	1	22.75	10
16	53	EA_positive	5	43.5	10
16	53	EA_positive	10	50.0	10
16	53	EA_positive	20	52.0	10
16	53	EA_positive	1	22.75	11
16	53	EA_positive	5	43.5	11
16	53	EA_positive	10	50.0	11
16	53	EA_positive	20	51.0	11
16	53	EA_positive	1	22.75	12
16	53	EA_positive	5	43.5	12
16	53	EA_positive	10	50.0	12
16	53	EA_positive	20	51.0	12
16	53	EA_positive	1	22.75	13
16	53	EA_positive	5	43.5	13
16	53	EA_positive	10	50.0	13
16	53	EA_positive	20	51.0	13
16	53	EA_positive	1	21.75	14
16	53	EA_positive	5	43.5	14
16	53	EA_positive	10	50.0	14
16	53	EA_positive	20	51.0	14
16	53	EA_positive	1	21.75	15
16	53	EA_positive	5	43.5	15
16	53	EA_positive	10	50.0	15
16	53	EA_positive	20	51.0	15
16	53	EA_positive	1	21.75	16
16	53	EA_positive	5	43.5	16
16	53	EA_positive	10	50.0	16
16	53	EA_positive	20	52.0	16
16	53	EA_positive	1	21.75	17
16	53	EA_positive	5	44.5	17
16	53	EA_positive	10	50.0	17
16	53	EA_positive	20	52.0	17
16	53	EA_positive	1	21.75	18
16	53	EA_positive	5	43.5	18
16	53	EA_positive	10	50.0	18
16	53	EA_positive	20	52.0	18
16	53	EA_positive	1	21.75	19
16	53	EA_positive	5	43.5	19
16	53	EA_positive	10	50.0	19
16	53	EA_positive	20	52.0	19
16	53	EA_positive	1	21.75	20
16	53	EA_positive	5	43.5	20
16	53	EA_positive	10	50.0	20
16	53	EA_positive	20	52.0	20
16	53	EA_positive	1	21.75	21
16	53	EA_positive	5	43.5	21
16	53	EA_positive	10	50.0	21
16	53	EA_positive	20	52.0	21
16	53	EA_positive	1	21.75	22
16	53	EA_positive	5	43.5	22
16	53	EA_positive	10	50.0	22
16	53	EA_positive	20	51.0	22
16	53	EA_positive	1	21.75	23
16	53	EA_positive	5	44.5	23
16	53	EA_positive	10	50.0	23
16	53	EA_positive	20	51.0	23
16	53	EA_positive	1	21.75	24
16	53	EA_positive	5	43.5	24
16	53	EA_positive	10	50.0	24
16	53	EA_positive	20	51.0	24
16	53	EA_positive	1	21.75	25
16	53	EA_positive	5	43.5	25
16	53	EA_positive	10	50.0	25
16	53	EA_positive	20	51.0	25
16	53	EA_positive	1	21.75	26
16	53	EA_positive	5	43.5	26
16	53	EA_positive	10	50.0	26
16	53	EA_positive	20	51.0	26
16	53	EA_positive	1	21.75	27
16	53	EA_positive	5	43.5	27
16	53	EA_positive	10	50.0	27
16	53	EA_positive	20	51.0	27
16	53	EA_positive	1	22.75	28
16	53	EA_positive	5	43.5	28
16	53	EA_positive	10	50.0	28
16	53	EA_positive	20	51.0	28
16	53	EA_positive	1	21.75	29
16	53	EA_positive	5	43.5	29
16	53	EA_positive	10	50.0	29
16	53	EA_positive	20	51.0	29
16	53	EA_positive	1	21.75	30
16	53	EA_positive	5	43.5	30
16	53	EA_positive	10	50.0	30
16	53	EA_positive	20	51.0	30
16	53	EA_positive	1	22.75	31
16	53	EA_positive	5	43.5	31
16	53	EA_positive	10	50.0	31
16	53	EA_positive	20	51.0	31
16	53	EA_positive	1	21.75	32
16	53	EA_positive	5	43.5	32
16	53	EA_positive	10	50.0	32
16	53	EA_positive	20	51.0	32
17	25	negative	1	6.805555555555555	1
17	25	negative	5	18.36111111111111	1
17	25	negative	10	23.555555555555554	1
17	25	negative	20	24.00000000000001	1
17	25	negative	1	6.5	2
17	25	negative	5	19.333333333333332	2
17	25	negative	10	23.000000000000004	2
17	25	negative	20	24.00000000000001	2
17	25	negative	1	5.5	3
17	25	negative	5	20.0	3
17	25	negative	10	23.000000000000004	3
17	25	negative	20	24.00000000000001	3
17	25	negative	1	5.666666666666667	4
17	25	negative	5	20.5	4
17	25	negative	10	23.0	4
17	25	negative	20	24.000000000000007	4
17	25	negative	1	5.666666666666667	5
17	25	negative	5	19.5	5
17	25	negative	10	23.0	5
17	25	negative	20	24.000000000000007	5
17	25	negative	1	6.666666666666667	6
17	25	negative	5	19.5	6
17	25	negative	10	22.0	6
17	25	negative	20	24.000000000000007	6
17	25	negative	1	6.666666666666667	7
17	25	negative	5	19.5	7
17	25	negative	10	22.0	7
17	25	negative	20	24.000000000000007	7
17	25	negative	1	6.5	8
17	25	negative	5	19.333333333333332	8
17	25	negative	10	22.000000000000004	8
17	25	negative	20	24.00000000000001	8
17	25	negative	1	6.5	9
17	25	negative	5	19.333333333333332	9
17	25	negative	10	22.000000000000004	9
17	25	negative	20	24.00000000000001	9
17	25	negative	1	6.5	10
17	25	negative	5	19.333333333333332	10
17	25	negative	10	22.000000000000004	10
17	25	negative	20	24.00000000000001	10
17	25	negative	1	6.5	11
17	25	negative	5	19.333333333333332	11
17	25	negative	10	22.000000000000004	11
17	25	negative	20	24.00000000000001	11
17	25	negative	1	6.5	12
17	25	negative	5	19.333333333333332	12
17	25	negative	10	22.000000000000004	12
17	25	negative	20	24.00000000000001	12
17	25	negative	1	6.5	13
17	25	negative	5	19.333333333333332	13
17	25	negative	10	22.000000000000004	13
17	25	negative	20	24.00000000000001	13
17	25	negative	1	6.5	14
17	25	negative	5	19.333333333333332	14
17	25	negative	10	22.000000000000004	14
17	25	negative	20	24.00000000000001	14
17	25	negative	1	6.5	15
17	25	negative	5	19.333333333333332	15
17	25	negative	10	22.000000000000004	15
17	25	negative	20	24.00000000000001	15
17	25	negative	1	6.5	16
17	25	negative	5	19.333333333333332	16
17	25	negative	10	22.000000000000004	16
17	25	negative	20	24.00000000000001	16
17	25	negative	1	6.5	17
17	25	negative	5	19.833333333333332	17
17	25	negative	10	22.999999999999996	17
17	25	negative	20	23.999999999999996	17
17	25	negative	1	6.5	18
17	25	negative	5	19.333333333333332	18
17	25	negative	10	22.83333333333333	18
17	25	negative	20	23.999999999999996	18
17	25	negative	1	6.5	19
17	25	negative	5	19.333333333333332	19
17	25	negative	10	22.83333333333333	19
17	25	negative	20	23.999999999999996	19
17	25	negative	1	6.666666666666666	20
17	25	negative	5	20.166666666666664	20
17	25	negative	10	23.0	20
17	25	negative	20	24.0	20
17	25	negative	1	6.666666666666666	21
17	25	negative	5	20.166666666666664	21
17	25	negative	10	23.0	21
17	25	negative	20	24.0	21
17	25	negative	1	6.5	22
17	25	negative	5	19.333333333333332	22
17	25	negative	10	22.000000000000004	22
17	25	negative	20	24.00000000000001	22
17	25	negative	1	6.5	23
17	25	negative	5	19.333333333333332	23
17	25	negative	10	22.000000000000004	23
17	25	negative	20	24.00000000000001	23
17	25	negative	1	6.5	24
17	25	negative	5	19.333333333333332	24
17	25	negative	10	22.000000000000004	24
17	25	negative	20	24.00000000000001	24
17	25	negative	1	6.5	25
17	25	negative	5	20.0	25
17	25	negative	10	23.0	25
17	25	negative	20	24.0	25
17	25	negative	1	6.666666666666666	26
17	25	negative	5	20.166666666666664	26
17	25	negative	10	24.0	26
17	25	negative	20	24.0	26
17	25	negative	1	6.666666666666666	27
17	25	negative	5	20.166666666666664	27
17	25	negative	10	24.0	27
17	25	negative	20	24.0	27
17	25	negative	1	6.666666666666666	28
17	25	negative	5	20.166666666666664	28
17	25	negative	10	24.0	28
17	25	negative	20	24.0	28
17	25	negative	1	6.666666666666666	29
17	25	negative	5	20.166666666666664	29
17	25	negative	10	24.0	29
17	25	negative	20	24.0	29
17	25	negative	1	6.666666666666666	30
17	25	negative	5	20.166666666666664	30
17	25	negative	10	24.0	30
17	25	negative	20	24.0	30
17	25	negative	1	6.666666666666666	31
17	25	negative	5	20.166666666666664	31
17	25	negative	10	24.0	31
17	25	negative	20	24.0	31
17	25	negative	1	6.666666666666666	32
17	25	negative	5	20.166666666666664	32
17	25	negative	10	24.0	32
17	25	negative	20	24.0	32
18	63	EA_positive	1	25.666666666666664	1
18	63	EA_positive	5	49.58333333333332	1
18	63	EA_positive	10	52.999999999999986	1
18	63	EA_positive	20	57.999999999999986	1
18	63	EA_positive	1	24.5	2
18	63	EA_positive	5	48.5	2
18	63	EA_positive	10	52.0	2
18	63	EA_positive	20	58.0	2
18	63	EA_positive	1	25.5	3
18	63	EA_positive	5	50.5	3
18	63	EA_positive	10	54.0	3
18	63	EA_positive	20	58.0	3
18	63	EA_positive	1	24.5	4
18	63	EA_positive	5	48.5	4
18	63	EA_positive	10	53.0	4
18	63	EA_positive	20	58.0	4
18	63	EA_positive	1	24.5	5
18	63	EA_positive	5	49.5	5
18	63	EA_positive	10	53.0	5
18	63	EA_positive	20	57.0	5
18	63	EA_positive	1	26.5	6
18	63	EA_positive	5	50.5	6
18	63	EA_positive	10	54.0	6
18	63	EA_positive	20	58.0	6
18	63	EA_positive	1	26.5	7
18	63	EA_positive	5	48.5	7
18	63	EA_positive	10	54.0	7
18	63	EA_positive	20	58.0	7
18	63	EA_positive	1	28.5	8
18	63	EA_positive	5	48.5	8
18	63	EA_positive	10	54.0	8
18	63	EA_positive	20	58.0	8
18	63	EA_positive	1	28.5	9
18	63	EA_positive	5	49.5	9
18	63	EA_positive	10	54.0	9
18	63	EA_positive	20	58.0	9
18	63	EA_positive	1	28.5	10
18	63	EA_positive	5	48.5	10
18	63	EA_positive	10	54.0	10
18	63	EA_positive	20	58.0	10
18	63	EA_positive	1	27.5	11
18	63	EA_positive	5	48.5	11
18	63	EA_positive	10	54.0	11
18	63	EA_positive	20	58.0	11
18	63	EA_positive	1	29.5	12
18	63	EA_positive	5	48.5	12
18	63	EA_positive	10	54.0	12
18	63	EA_positive	20	59.0	12
18	63	EA_positive	1	29.5	13
18	63	EA_positive	5	49.5	13
18	63	EA_positive	10	54.0	13
18	63	EA_positive	20	59.0	13
18	63	EA_positive	1	29.5	14
18	63	EA_positive	5	49.5	14
18	63	EA_positive	10	54.0	14
18	63	EA_positive	20	59.0	14
18	63	EA_positive	1	29.5	15
18	63	EA_positive	5	49.5	15
