sample_id	sequence_length	dataset	k	n_top_k
41	25	negative	5	22.166666666666668
41	25	negative	10	24.0
41	25	negative	20	24.0
42	55	EA_positive	1	20.5
42	55	EA_positive	5	42.0
42	55	EA_positive	10	47.0
42	55	EA_positive	20	52.0
43	58	EA_positive	1	26.75
43	58	EA_positive	5	49.5
43	58	EA_positive	10	51.0
43	58	EA_positive	20	53.0
44	47	EA_negative	1	24.0
44	47	EA_negative	5	38.5
44	47	EA_negative	10	42.0
44	47	EA_negative	20	44.0
45	66	EA_positive	1	31.5
45	66	EA_positive	5	50.5
45	66	EA_positive	10	57.0
45	66	EA_positive	20	62.0
46	56	EA_positive	1	26.0
46	56	EA_positive	5	39.5
46	56	EA_positive	10	47.0
46	56	EA_positive	20	54.0
47	41	positive	1	16.0
47	41	positive	5	23.0
47	41	positive	10	32.0
47	41	positive	20	38.0
