sample_id	sequence_length	dataset	k	n_top_k
18	63	EA_positive	5	43.0
18	63	EA_positive	10	51.0
18	63	EA_positive	20	56.0
19	47	EA_negative	1	22.0
19	47	EA_negative	5	32.0
19	47	EA_negative	10	38.0
19	47	EA_negative	20	40.0
20	25	negative	1	7.0
20	25	negative	5	12.0
20	25	negative	10	14.0
20	25	negative	20	21.0
21	72	EA_positive	1	36.0
21	72	EA_positive	5	52.0
21	72	EA_positive	10	63.0
21	72	EA_positive	20	64.0
22	41	positive	1	19.0
22	41	positive	5	32.0
22	41	positive	10	36.0
22	41	positive	20	39.0
23	65	EA_positive	1	30.0
23	65	EA_positive	5	45.0
23	65	EA_positive	10	55.0
23	65	EA_positive	20	60.0
24	25	negative	1	8.0
24	25	negative	5	14.0
24	25	negative	10	15.0
24	25	negative	20	20.0
25	66	EA_positive	1	25.0
25	66	EA_positive	5	41.0
25	66	EA_positive	10	50.0
25	66	EA_positive	20	55.0
26	62	EA_positive	1	31.0
26	62	EA_positive	5	43.0
26	62	EA_positive	10	51.0
26	62	EA_positive	20	56.0
27	41	positive	1	19.0
27	41	positive	5	33.0
27	41	positive	10	36.0
27	41	positive	20	39.0
28	41	positive	1	18.0
28	41	positive	5	33.0
28	41	positive	10	37.0
28	41	positive	20	40.0
29	71	EA_positive	1	35.0
29	71	EA_positive	5	53.0
29	71	EA_positive	10	61.0
29	71	EA_positive	20	64.0
30	54	EA_positive	1	27.0
30	54	EA_positive	5	36.0
30	54	EA_positive	10	44.0
30	54	EA_positive	20	48.0
31	47	EA_negative	1	19.0
31	47	EA_negative	5	32.0
31	47	EA_negative	10	36.0
31	47	EA_negative	20	40.0
32	41	positive	1	20.0
32	41	positive	5	29.0
32	41	positive	10	35.0
32	41	positive	20	39.0
33	60	EA_positive	1	27.0
33	60	EA_positive	5	43.0
33	60	EA_positive	10	51.0
33	60	EA_positive	20	54.0
34	41	positive	1	21.0
34	41	positive	5	30.0
34	41	positive	10	34.0
34	41	positive	20	39.0
35	60	EA_positive	1	23.0
35	60	EA_positive	5	39.0
35	60	EA_positive	10	46.0
35	60	EA_positive	20	49.0
36	47	EA_negative	1	23.0
36	47	EA_negative	5	31.0
36	47	EA_negative	10	35.0
36	47	EA_negative	20	40.0
37	72	EA_positive	1	32.0
37	72	EA_positive	5	49.0
37	72	EA_positive	10	61.0
37	72	EA_positive	20	64.0
38	41	positive	1	20.0
38	41	positive	5	30.0
38	41	positive	10	35.0
38	41	positive	20	39.0
39	41	positive	1	17.0
39	41	positive	5	31.0
39	41	positive	10	36.0
39	41	positive	20	39.0
40	54	EA_positive	1	23.0
40	54	EA_positive	5	37.0
40	54	EA_positive	10	43.0
40	54	EA_positive	20	43.0
41	25	negative	1	7.0
41	25	negative	5	13.0
41	25	negative	10	15.0
41	25	negative	20	20.0
42	55	EA_positive	1	25.0
42	55	EA_positive	5	44.0
42	55	EA_positive	10	48.0
42	55	EA_positive	20	49.0
43	58	EA_positive	1	28.0
43	58	EA_positive	5	43.0
43	58	EA_positive	10	50.0
43	58	EA_positive	20	53.0
44	47	EA_negative	1	22.0
44	47	EA_negative	5	33.0
44	47	EA_negative	10	37.0
44	47	EA_negative	20	41.0
45	66	EA_positive	1	31.0
45	66	EA_positive	5	48.0
45	66	EA_positive	10	56.0
45	66	EA_positive	20	57.0
46	56	EA_positive	1	22.0
46	56	EA_positive	5	34.0
46	56	EA_positive	10	45.0
46	56	EA_positive	20	48.0
47	41	positive	1	19.0
47	41	positive	5	32.0
47	41	positive	10	35.0
47	41	positive	20	39.0
